[[0, 14, -60.0, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 14, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 18, -16.163745880126953, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -16.163745880126953, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -18.1824951171875, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -20.319995880126953, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -22.492496490478516, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -24.664997100830078, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -26.83749771118164, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -29.009998321533203, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -31.182498931884766, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -33.27499771118164, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -35.287498474121094, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -37.21999740600586, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -39.0724983215332, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -40.84499740600586, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -42.55249786376953, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 18, -42.89937210083008, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -43.246246337890625, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -41.574371337890625, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -39.78374481201172, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -37.87437057495117, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -35.84624481201172, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -33.699371337890625, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -31.526870727539062, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -29.3543701171875, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -27.261869430541992, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -25.24936866760254, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -23.31686782836914, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 18, -22.913742065429688, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -22.510616302490234, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -24.12624168395996, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -25.86061668395996, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -27.713741302490234, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -29.68561553955078, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -31.7762393951416, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -33.94873809814453, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -36.041236877441406, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -38.05373764038086, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -39.986236572265625, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -41.83873748779297, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -43.611236572265625, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -45.30373764038086, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -46.916236877441406, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -48.4749870300293, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 18, -48.78467559814453, 9.999999747378752, -1.0, 0.0, 60.0, 4],
[0, 20, -49.094364166259766, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -47.38905334472656, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -45.56624221801758, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -43.62593078613281, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -41.56686782836914, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -39.42186737060547, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -37.2768669128418, 9.999999747378752, 1.0, 0.0, 60.0, 4],
[0, 20, -35.21186828613281, 9.999999747378752, 1.0, 0.0, 60.0, 4]]
